work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size,work_setting
2023,2,0,26,180000,16,180000,87,76,1,1
2023,2,0,71,147400,16,147400,87,76,1,1
2023,2,0,71,107682,16,107682,87,76,1,1
2023,1,0,71,225300,16,225300,87,76,1,1
2023,1,0,71,197400,16,197400,87,76,1,1
2023,2,0,8,160000,16,160000,87,76,1,1
2023,2,0,8,136000,16,136000,87,76,1,1
2023,2,0,99,204600,16,204600,87,76,1,1
2023,2,0,99,126500,16,126500,87,76,1,1
2023,2,0,42,210000,16,210000,87,76,1,2
2023,2,0,42,115000,16,115000,87,76,1,2
2023,0,0,36,86500,16,86500,87,76,2,1
2023,0,0,36,40400,16,40400,87,76,2,1
2023,2,0,71,329700,16,329700,87,76,1,1
2023,2,0,71,192351,16,192351,87,76,1,1
2023,2,0,45,280000,16,280000,87,76,1,1
2023,1,0,23,106700,16,106700,87,76,1,1
2023,1,0,23,97000,16,97000,87,76,1,1
2023,2,0,36,175000,16,175000,87,76,1,2
2023,2,0,36,150000,16,150000,87,76,1,2
2023,0,0,45,88000,16,88000,87,76,1,1
2023,0,0,45,60000,16,60000,87,76,1,1
2023,2,0,52,123000,16,123000,87,76,1,1
2023,2,0,52,93593,16,93593,87,76,1,1
2023,2,0,99,222405,16,222405,87,76,1,1
2023,2,0,99,172800,16,172800,87,76,1,1
2023,2,0,45,205600,16,205600,87,76,2,1
2023,2,0,45,105700,16,105700,87,76,2,1
2023,2,0,99,263500,16,263500,87,76,1,2
2023,2,0,99,189360,16,189360,87,76,1,2
2023,2,0,99,192000,16,192000,13,11,1,1
2023,2,0,99,124000,16,124000,13,11,1,1
2023,2,0,2,230000,16,230000,87,76,1,1
2023,2,0,2,124000,16,124000,87,76,1,1
2023,2,0,45,148500,16,148500,13,11,1,1
2023,2,0,45,82500,16,82500,13,11,1,1
2023,2,0,45,184800,16,184800,87,76,1,1
2023,2,0,42,310000,16,310000,87,76,1,2
2023,2,0,42,206000,16,206000,87,76,1,2
2023,2,0,3,372000,16,372000,87,76,1,1
2023,2,0,3,223000,16,223000,87,76,1,1
2023,2,0,71,140000,8,172256,86,75,1,1
2023,2,0,71,100000,8,123040,86,75,1,1
2023,1,0,71,131000,16,131000,87,76,1,2
2023,1,0,45,148500,16,148500,13,11,1,1
2023,1,0,45,82500,16,82500,13,11,1,1
2023,2,0,53,233500,16,233500,87,76,1,1
2023,2,0,53,146000,16,146000,87,76,1,1
2023,2,0,71,280889,16,280889,87,76,1,1
2023,2,0,71,187259,16,187259,87,76,1,1
2023,2,0,1,305100,16,305100,87,76,1,2
2023,2,0,1,146900,16,146900,87,76,1,2
2023,0,0,23,78800,16,78800,87,76,1,1
2023,0,0,23,44100,16,44100,87,76,1,1
2023,1,0,97,166000,16,166000,87,76,1,1
2023,1,0,97,73100,16,73100,87,76,1,1
2023,2,0,71,80000,16,80000,87,76,1,2
2023,2,0,8,150000,16,150000,87,76,1,2
2023,2,0,8,80000,16,80000,87,76,1,2
2023,2,0,45,110000,16,110000,87,76,1,1
2023,2,0,26,202800,16,202800,87,76,2,1
2023,2,0,26,104300,16,104300,87,76,2,1
2023,3,0,68,272400,16,272400,87,76,2,1
2023,3,0,68,140100,16,140100,87,76,2,1
2023,1,0,45,154000,16,154000,87,76,1,1
2023,1,0,45,103000,16,103000,87,76,1,1
2023,1,0,23,80750,16,80750,13,11,1,1
2023,1,0,23,48450,16,48450,13,11,1,1
2023,0,0,19,85600,16,85600,87,76,1,1
2023,0,0,19,57000,16,57000,87,76,1,1
2023,2,0,45,190400,16,190400,87,76,1,1
2023,2,0,45,112000,16,112000,87,76,1,1
2023,2,0,74,119636,16,119636,87,76,1,2
2023,2,0,74,70374,16,70374,87,76,1,2
2023,2,0,45,304750,16,304750,87,76,1,1
2023,1,0,36,98873,16,98873,87,76,1,1
2023,1,0,36,58161,16,58161,87,76,1,1
2023,2,0,8,138000,16,138000,87,76,1,1
2023,2,0,8,85500,16,85500,87,76,1,1
2023,2,0,71,307100,16,307100,87,76,1,1
2023,2,0,71,216800,16,216800,87,76,1,1
2023,2,0,71,153600,16,153600,87,76,1,1
2023,2,0,71,106800,16,106800,87,76,1,1
2023,1,0,36,250000,16,250000,87,76,1,1
2023,2,0,99,280000,16,280000,87,76,1,1
2023,2,0,99,180000,16,180000,87,76,1,1
2023,3,0,45,160000,16,160000,87,76,1,1
2023,3,0,45,130000,16,130000,87,76,1,1
2023,2,0,71,162000,16,162000,87,76,1,1
2023,2,0,36,164640,16,164640,87,76,1,1
2023,2,0,36,131712,16,131712,87,76,1,1
2023,1,0,36,74800,16,74800,87,76,1,1
2023,1,0,36,63600,16,63600,87,76,1,1
2023,1,0,99,75000,8,92280,86,75,1,2
2023,1,0,99,55000,8,67672,86,75,1,2
2023,2,0,99,140000,16,140000,87,76,1,1
2023,2,0,45,253792,16,253792,87,76,1,1
2023,2,0,45,158620,16,158620,87,76,1,1
2023,2,0,28,259900,16,259900,87,76,1,1
2023,2,0,28,139200,16,139200,87,76,1,1
2023,2,0,100,96000,8,118118,86,75,1,2
2023,2,0,100,65000,8,79976,86,75,1,2
2023,2,0,122,293000,16,293000,87,76,1,1
2023,2,0,122,185000,16,185000,87,76,1,1
2023,2,0,71,115500,16,115500,87,76,1,1
2023,2,0,45,70000,16,70000,87,76,1,1
2023,1,0,120,142000,16,142000,87,76,1,1
2023,1,0,120,102000,16,102000,87,76,1,1
2023,2,0,63,141600,16,141600,87,76,1,1
2023,2,0,63,121400,16,121400,87,76,1,1
2023,2,0,45,240000,16,240000,87,76,1,1
2023,1,0,36,55000,16,55000,87,76,1,1
2023,1,0,36,49000,16,49000,87,76,1,1
2023,2,0,45,135000,16,135000,87,76,1,2
2023,2,0,45,200000,16,200000,87,76,1,2
2023,2,0,45,180000,16,180000,87,76,1,2
2023,3,0,83,200000,8,246080,86,75,1,2
2023,3,0,83,150000,8,184560,86,75,1,2
2023,2,0,71,168000,16,168000,87,76,1,2
2023,0,0,71,105000,16,105000,87,76,1,1
2023,0,0,71,70000,16,70000,87,76,1,1
2023,2,0,36,100000,16,100000,87,76,1,2
2023,2,0,45,243000,16,243000,13,11,1,1
2023,2,0,45,152000,16,152000,13,11,1,1
2023,2,0,22,65000,8,79976,76,27,2,2
2023,2,0,23,115600,16,115600,87,76,1,1
2023,2,0,23,79700,16,79700,87,76,1,1
2023,0,0,13,281700,16,281700,87,76,1,1
2023,0,0,13,141100,16,141100,87,76,1,1
2023,2,0,73,173100,16,173100,87,76,1,1
2023,2,0,73,86900,16,86900,87,76,1,1
2023,1,0,99,258700,16,258700,87,76,1,1
2023,1,0,99,133800,16,133800,87,76,1,1
2023,1,0,99,225300,16,225300,87,76,1,1
2023,1,0,99,197400,16,197400,87,76,1,1
2023,2,0,36,157000,16,157000,87,76,1,2
2023,2,0,36,125000,16,125000,87,76,1,2
2023,2,0,71,208000,16,208000,87,76,1,1
2023,2,0,71,134000,16,134000,87,76,1,1
2023,1,0,45,140000,16,140000,87,76,1,1
2023,1,0,45,65000,16,65000,87,76,1,1
2023,2,0,71,188200,16,188200,87,76,1,1
2023,1,0,45,40000,8,49216,86,75,1,1
2023,1,0,45,110000,16,110000,87,76,1,1
2023,1,0,45,73400,16,73400,87,76,1,1
2023,2,0,45,183414,16,183414,87,76,1,1
2023,2,0,45,97200,16,97200,87,76,1,1
2023,2,0,99,299000,16,299000,87,76,1,1
2023,2,0,99,187000,16,187000,87,76,1,1
2023,2,0,99,66000,16,66000,87,76,1,1
2023,2,0,99,140000,16,140000,87,76,1,2
2023,1,0,45,170200,16,170200,87,76,1,1
2023,1,0,45,83900,16,83900,87,76,1,1
2023,2,0,45,101570,16,101570,87,76,1,2
2023,2,0,36,177000,16,177000,87,76,1,2
2023,2,0,36,118000,16,118000,87,76,1,2
2023,2,0,99,234500,16,234500,87,76,1,1
2023,2,0,99,127000,16,127000,87,76,1,1
2023,2,0,96,170000,0,114979,5,5,2,2
2023,2,0,71,287500,16,287500,87,76,1,1
2023,2,0,71,168000,16,168000,87,76,1,1
2023,2,0,45,155000,16,155000,87,76,1,1
2023,2,0,71,153000,16,153000,87,76,1,1
2023,2,0,71,136000,16,136000,87,76,1,1
2023,2,0,99,254000,16,254000,87,76,1,1
2023,2,0,45,214500,16,214500,87,76,1,1
2023,2,0,45,134500,16,134500,87,76,1,1
2023,2,0,71,136000,16,136000,87,76,1,2
2023,2,0,71,104000,16,104000,87,76,1,2
2023,1,0,71,143000,16,143000,87,76,1,2
2023,1,0,71,117000,16,117000,87,76,1,2
2023,2,0,71,110000,16,110000,87,76,1,2
2023,1,0,71,60000,8,73824,86,75,1,1
2023,1,0,71,45000,8,55368,86,75,1,1
2023,2,0,121,370000,16,370000,87,76,1,1
2023,2,0,121,200000,16,200000,87,76,1,1
2023,2,0,71,275300,16,275300,87,76,1,2
2023,2,0,71,183500,16,183500,87,76,1,2
2023,2,0,13,230000,16,230000,87,76,1,2
2023,2,0,13,196000,16,196000,87,76,1,2
2023,2,0,99,253000,16,253000,87,76,1,2
2023,2,0,99,172040,16,172040,87,76,1,2
2023,2,0,45,234000,16,234000,87,76,1,2
2023,2,0,45,178000,16,178000,87,76,1,2
2023,2,0,71,164000,16,164000,87,76,1,2
2023,1,0,28,109238,16,109238,87,76,1,1
2023,1,0,28,68274,16,68274,87,76,1,1
2023,1,0,45,53000,7,57223,29,24,1,2
2023,1,0,45,48000,7,51824,29,24,1,2
2023,0,0,36,80800,16,80800,87,76,1,1
2023,0,0,36,53800,16,53800,87,76,1,1
2023,2,0,45,258900,16,258900,87,76,1,2
2023,2,0,45,176080,16,176080,87,76,1,2
2023,1,0,23,120000,16,120000,87,76,1,2
2023,1,0,23,110000,16,110000,87,76,1,2
2023,2,0,99,309000,16,309000,87,76,1,1
2023,1,0,62,65000,16,65000,87,76,1,2
2023,1,0,62,60000,16,60000,87,76,1,2
2023,2,0,45,132100,16,132100,87,76,1,1
2023,2,0,45,68400,16,68400,87,76,1,1
2023,2,0,26,160000,16,160000,87,76,1,2
2023,2,0,26,140000,16,140000,87,76,1,2
2023,1,0,36,62500,16,62500,87,76,1,2
2023,2,0,36,142000,16,142000,87,76,1,1
2023,2,0,36,128000,16,128000,87,76,1,1
2023,2,0,71,155000,16,155000,87,76,1,1
2023,2,0,71,139500,16,139500,87,76,1,1
2023,2,0,99,221000,16,221000,87,76,1,1
2023,2,0,99,129000,16,129000,87,76,1,1
2023,2,0,45,259000,16,259000,87,76,1,1
2023,2,0,45,138750,16,138750,87,76,1,1
2023,2,0,71,100000,16,100000,87,76,1,1
2023,2,0,121,155000,16,155000,87,76,1,1
2023,2,0,121,130000,16,130000,87,76,1,1
2023,2,0,13,215000,16,215000,87,76,1,1
2023,2,0,13,182750,16,182750,87,76,1,1
2023,2,0,71,207000,16,207000,87,76,1,2
2023,2,0,71,141000,16,141000,87,76,1,2
2023,1,0,71,90000,16,90000,87,76,1,1
2023,0,0,99,36000,16,36000,83,76,1,2
2023,1,0,121,300000,16,300000,87,76,1,1
2023,1,0,36,116700,16,116700,87,76,1,1
2023,1,0,36,93400,16,93400,87,76,1,1
2023,0,0,36,80000,16,80000,87,76,1,1
2023,0,0,36,50000,16,50000,87,76,1,1
2023,1,0,13,179000,16,179000,87,76,1,1
2023,1,0,13,176490,16,176490,87,76,1,1
2023,2,0,71,195000,16,195000,87,76,1,1
2023,2,0,71,143750,16,143750,87,76,1,1
2023,1,0,71,180000,16,180000,87,76,1,1
2023,1,0,71,162000,16,162000,87,76,1,1
2023,2,0,71,199000,16,199000,87,76,1,1
2023,2,0,71,196760,16,196760,87,76,1,1
2023,2,0,99,90000,16,90000,17,15,1,1
2023,2,0,99,70000,16,70000,17,15,1,1
2023,2,0,96,324000,16,324000,87,76,1,1
2023,2,0,96,159000,16,159000,87,76,1,1
2023,2,0,45,222000,16,222000,87,76,1,1
2023,0,0,2,50000,16,50000,84,73,1,2
2023,2,0,99,65000,7,70179,43,76,2,2
2023,1,0,19,110000,16,110000,87,76,1,1
2023,1,0,19,75000,16,75000,87,76,1,1
2023,1,0,36,43000,7,46426,73,64,1,1
2023,1,0,36,36000,7,38868,73,64,1,1
2023,2,0,99,80000,16,80000,87,76,1,1
2023,1,0,122,150000,16,150000,87,76,1,1
2023,1,0,122,130000,16,130000,87,76,1,1
2023,2,0,36,126500,16,126500,87,76,1,2
2023,2,0,36,78000,16,78000,87,76,1,2
2023,3,0,50,250000,16,250000,87,76,1,1
2023,3,0,50,222000,16,222000,87,76,1,1
2023,2,0,36,120000,16,120000,87,76,1,2
2023,1,0,79,204500,16,204500,87,76,1,1
2023,1,0,79,142200,16,142200,87,76,1,1
2023,2,0,71,297000,16,297000,87,76,1,1
2023,2,0,71,138000,16,138000,87,76,1,1
2023,1,0,36,147600,16,147600,87,76,1,1
2023,1,0,36,106300,16,106300,87,76,1,1
2023,2,0,36,83376,8,102586,86,75,1,1
2023,2,0,36,65004,8,79981,86,75,1,1
2023,2,0,64,131250,16,131250,87,76,1,1
2023,2,0,64,128100,16,128100,87,76,1,1
2023,3,0,45,174500,16,174500,87,76,1,2
2023,3,0,45,113000,16,113000,87,76,1,2
2023,0,0,87,56500,16,56500,87,76,2,0
2023,2,0,3,36000,7,38868,67,59,1,1
2023,2,0,71,227000,16,227000,87,76,1,2
2023,2,0,71,185000,16,185000,87,76,1,2
2023,1,0,99,230000,16,230000,87,76,1,1
2023,1,0,99,160000,16,160000,87,76,1,1
2023,2,0,45,138300,16,138300,87,76,1,1
2023,2,0,45,110700,16,110700,87,76,1,1
2023,2,0,23,130000,16,130000,87,76,1,1
2023,2,0,23,80000,16,80000,87,76,1,1
2023,2,0,45,212175,16,212175,87,76,1,2
2023,2,0,45,156000,16,156000,87,76,1,2
2023,1,0,36,111151,16,111151,87,76,1,2
2023,1,0,36,66691,16,66691,87,76,1,2
2023,2,0,71,190000,16,190000,87,76,1,1
2023,2,0,71,138700,16,138700,87,76,1,1
2023,2,0,36,95040,16,95040,87,76,1,2
2023,2,0,36,59400,16,59400,87,76,1,2
2023,2,0,99,197802,16,197802,87,76,1,2
2023,2,0,99,156453,16,156453,87,76,1,2
2023,2,0,71,308000,16,308000,87,76,1,1
2023,2,0,71,144000,16,144000,87,76,1,1
2023,2,0,62,172000,16,172000,87,76,1,1
2023,2,0,62,140000,16,140000,87,76,1,1
2023,1,0,45,73000,8,89819,86,75,1,1
2023,1,0,45,59000,8,72593,86,75,1,1
2023,2,0,45,122400,16,122400,87,76,1,2
2023,1,0,120,80000,16,80000,87,76,1,1
2023,1,0,120,70000,16,70000,87,76,1,1
2023,2,0,36,90000,16,90000,87,76,1,1
2023,2,0,45,227500,16,227500,87,76,1,2
2023,2,0,45,147500,16,147500,87,76,1,2
2023,1,0,99,150000,16,150000,87,76,1,2
2023,1,0,99,50000,16,50000,87,76,1,2
2023,1,0,45,60000,8,73824,86,75,1,1
2023,1,0,45,45000,8,55368,86,75,1,1
2023,2,0,66,220000,16,220000,87,76,1,2
2023,2,0,66,180000,16,180000,87,76,1,2
2023,2,0,99,331640,16,331640,87,76,1,1
2023,2,0,99,267720,16,267720,87,76,1,1
2023,1,0,45,190000,16,190000,87,76,1,2
2023,1,0,45,130000,16,130000,87,76,1,2
2023,1,0,45,150000,16,150000,87,76,1,2
2023,1,0,45,50000,16,50000,87,76,1,2
2023,1,0,8,172200,16,172200,87,76,1,2
2023,1,0,8,131200,16,131200,87,76,1,2
2023,2,0,75,250000,16,250000,87,76,1,2
2023,2,0,75,100000,16,100000,87,76,1,2
2023,2,0,45,165000,16,165000,87,76,1,2
2023,2,0,36,155000,16,155000,87,76,1,1
2023,2,0,36,280000,16,280000,87,76,1,1
2023,2,0,36,200000,16,200000,87,76,1,1
2023,1,0,53,60000,8,73824,86,75,1,1
2023,1,0,53,55000,8,67672,86,75,1,1
2023,2,0,71,290000,16,290000,87,76,1,1
2023,2,0,71,173200,16,173200,87,76,1,1
2023,2,0,71,235000,16,235000,87,76,1,2
2023,2,0,71,204000,16,204000,87,76,1,2
2023,2,0,106,300000,16,300000,87,76,1,1
2023,2,0,106,222000,16,222000,87,76,1,1
2023,2,0,71,155000,16,155000,13,11,1,1
2023,2,0,71,105000,16,105000,13,11,1,1
2023,2,0,99,287500,16,287500,87,76,1,1
2023,2,0,99,212500,16,212500,87,76,1,1
2023,2,0,99,190027,16,190027,87,76,1,1
2023,2,0,99,152022,16,152022,87,76,1,1
2023,0,0,71,18000,7,19434,33,28,2,2
2023,1,0,45,131000,16,131000,17,15,1,1
2023,1,0,45,88000,16,88000,17,15,1,1
2023,2,0,99,198000,16,198000,87,76,1,2
2023,2,0,99,132000,16,132000,87,76,1,2
2023,2,0,26,125000,16,125000,87,76,1,2
2023,2,0,26,115000,16,115000,87,76,1,2
2023,2,0,53,145000,16,145000,87,76,1,1
2023,2,0,53,130000,16,130000,87,76,1,1
2023,2,0,99,170700,16,170700,87,76,1,1
2023,2,0,99,113900,16,113900,87,76,1,1
2023,2,0,45,185000,16,185000,87,76,2,1
2023,2,0,45,81000,16,81000,87,76,2,1
2023,2,0,71,123000,16,123000,87,76,1,1
2023,3,0,53,80000,16,80000,87,76,1,1
2023,3,0,53,75000,16,75000,87,76,1,1
2023,1,0,36,53000,16,53000,87,76,1,2
2023,1,0,36,48000,16,48000,87,76,1,2
2023,1,0,8,300000,8,369120,86,75,1,1
2023,1,0,8,60000,8,73824,86,75,1,1
2023,1,0,71,125000,16,125000,87,76,1,1
2023,2,0,45,190000,16,190000,87,76,1,1
2023,1,0,45,115000,16,115000,87,76,1,2
2023,2,0,33,194000,16,194000,87,76,1,1
2023,2,0,33,175000,16,175000,87,76,1,1
2023,2,0,36,185000,16,185000,87,76,1,1
2023,2,0,36,160000,16,160000,87,76,1,1
2023,2,0,45,185000,16,185000,87,76,1,1
2023,2,0,45,50000,16,50000,87,76,1,1
2023,3,0,53,70000,16,70000,87,76,1,1
2023,0,0,45,130916,16,130916,87,76,1,1
2023,0,0,45,120000,16,120000,87,76,1,1
2023,2,0,71,160000,16,160000,87,76,1,2
2023,2,0,13,218213,16,218213,87,76,1,2
2023,2,0,13,178538,16,178538,87,76,1,2
2023,2,0,71,316000,16,316000,87,76,1,1
2023,2,0,71,202000,16,202000,87,76,1,1
2023,2,0,71,189750,16,189750,87,76,1,2
2023,2,0,71,119213,16,119213,87,76,1,2
2023,2,0,8,162000,16,162000,87,76,1,1
2023,2,0,8,130000,16,130000,87,76,1,1
2023,2,0,78,170200,16,170200,87,76,1,1
2023,2,0,78,83900,16,83900,87,76,1,1
2023,2,0,99,250944,16,250944,87,76,1,2
2023,2,0,99,205318,16,205318,87,76,1,2
2023,2,0,45,125000,16,125000,87,76,1,1
2023,2,0,71,135000,16,135000,87,76,1,1
2023,2,0,71,114000,16,114000,87,76,1,1
2023,2,0,71,218213,16,218213,87,76,1,2
2023,2,0,71,178538,16,178538,87,76,1,2
2023,2,0,122,240000,16,240000,87,76,1,1
2023,2,0,122,163200,16,163200,87,76,1,1
2023,2,0,99,258800,16,258800,87,76,1,1
2023,2,0,99,199200,16,199200,87,76,1,1
2023,2,0,71,215625,16,215625,87,76,1,2
2023,2,0,71,159375,16,159375,87,76,1,2
2023,2,0,121,203000,16,203000,87,76,1,1
2023,2,0,121,133000,16,133000,87,76,1,1
2023,2,0,68,272400,16,272400,87,76,2,1
2023,2,0,68,140100,16,140100,87,76,2,1
2023,2,0,45,282000,16,282000,87,76,1,1
2023,2,0,45,208000,16,208000,87,76,1,1
2023,2,0,36,93919,16,93919,87,76,1,2
2023,2,0,36,51962,16,51962,87,76,1,2
2023,2,0,71,211000,16,211000,87,76,1,2
2023,2,0,16,118800,16,118800,87,76,1,2
2023,2,0,16,75000,16,75000,87,76,1,2
2023,2,0,99,159350,16,159350,87,76,1,1
2023,2,0,99,130100,16,130100,87,76,1,1
2023,2,0,71,262000,16,262000,87,76,1,2
2023,2,0,71,245000,16,245000,87,76,1,2
2023,2,0,8,205218,16,205218,87,76,1,1
2023,2,0,8,136743,16,136743,87,76,1,1
2023,2,0,120,185000,16,185000,87,76,2,1
2023,2,0,120,94600,16,94600,87,76,2,1
2023,2,0,120,160000,16,160000,87,76,1,1
2023,2,0,120,107000,16,107000,87,76,1,1
2023,2,0,99,264400,16,264400,87,76,1,2
2023,2,0,99,176300,16,176300,87,76,1,2
2023,2,0,122,275000,16,275000,87,76,1,1
2023,2,0,122,175000,16,175000,87,76,1,1
2023,0,0,96,76000,16,76000,87,76,2,1
2023,1,0,91,50000,7,53984,64,56,1,2
2023,1,0,91,40000,7,43187,64,56,1,2
2023,1,0,23,150000,16,150000,87,76,1,1
2023,1,0,23,125000,16,125000,87,76,1,1
2023,2,0,71,210000,16,210000,87,76,1,2
2023,2,0,45,210000,16,210000,87,76,1,1
2023,2,0,71,169500,16,169500,87,76,1,2
2023,2,0,71,138000,16,138000,87,76,1,2
2023,1,0,3,180000,16,180000,87,76,1,1
2023,1,0,3,120000,16,120000,87,76,1,1
2023,2,0,68,297300,16,297300,87,76,1,2
2023,2,0,68,198200,16,198200,87,76,1,2
2023,2,0,71,204500,16,204500,87,76,1,1
2023,2,0,71,138900,16,138900,87,76,1,1
2023,2,0,53,110400,16,110400,87,76,1,1
2023,2,0,53,68000,16,68000,87,76,1,1
2023,1,0,71,260600,16,260600,87,76,1,1
2023,0,0,49,63750,16,63750,87,76,1,2
2023,0,0,49,46400,16,46400,87,76,1,2
2023,2,0,71,214872,16,214872,87,76,1,2
2023,2,0,71,186846,16,186846,87,76,1,2
2023,1,0,36,95000,16,95000,87,76,1,1
2023,1,0,36,70600,16,70600,87,76,1,1
2023,1,0,36,149500,16,149500,87,76,1,2
2023,1,0,36,127075,16,127075,87,76,1,2
2023,2,0,45,162000,16,162000,87,76,1,2
2023,2,0,45,111000,16,111000,87,76,1,2
2023,2,0,106,280000,16,280000,87,76,1,2
2023,2,0,106,182750,16,182750,87,76,1,2
2023,2,0,121,196000,16,196000,87,76,1,1
2023,2,0,121,142600,16,142600,87,76,1,1
2023,2,0,42,193000,16,193000,87,76,1,2
2023,2,0,42,110000,16,110000,87,76,1,2
2023,2,0,71,245000,16,245000,87,76,1,1
2023,2,0,36,80000,16,80000,87,76,1,1
2023,2,0,36,70000,16,70000,87,76,1,1
2023,3,0,45,250000,16,250000,87,76,1,1
2023,3,0,45,225000,16,225000,87,76,1,1
2023,1,0,36,50000,8,61520,86,75,1,1
2023,1,0,36,40000,8,49216,86,75,1,1
2023,2,0,45,205000,16,205000,87,76,1,1
2023,2,0,99,240000,16,240000,84,73,1,2
2023,2,0,99,220000,16,220000,84,73,1,2
2023,2,0,99,297300,16,297300,87,76,1,2
2023,2,0,99,198200,16,198200,87,76,1,2
2023,2,0,99,156000,16,156000,87,76,1,2
2023,2,0,69,196500,16,196500,87,76,1,1
2023,2,0,69,97300,16,97300,87,76,1,1
2023,2,0,99,192000,16,192000,87,76,1,2
2023,2,0,99,164000,16,164000,87,76,1,2
2023,2,0,99,227700,16,227700,87,76,1,2
2023,2,0,99,154836,16,154836,87,76,1,2
2023,2,0,71,140000,16,140000,87,76,1,2
2023,1,0,99,285000,16,285000,87,76,2,1
2023,1,0,99,190000,16,190000,87,76,2,1
2023,1,0,122,405000,16,405000,87,76,2,1
2023,1,0,122,270000,16,270000,87,76,2,1
2023,1,0,45,214300,16,214300,87,76,1,1
2023,1,0,45,108500,16,108500,87,76,1,1
2023,1,0,71,145000,16,145000,87,76,1,2
2023,1,0,71,115000,16,115000,87,76,1,2
2023,1,0,66,130000,16,130000,87,76,1,2
2023,1,0,66,113000,16,113000,87,76,1,2
2023,2,0,71,194500,16,194500,87,76,1,1
2023,2,0,71,110250,16,110250,87,76,1,1
2023,2,0,71,295000,16,295000,87,76,1,1
2023,2,0,71,177300,16,177300,87,76,1,1
2023,1,0,36,45000,8,55368,86,75,1,2
2023,1,0,36,36000,8,44294,86,75,1,2
2023,2,0,13,192000,16,192000,87,76,1,2
2023,2,0,13,164000,16,164000,87,76,1,2
2023,0,0,45,220000,16,220000,87,76,1,1
2023,0,0,45,187000,16,187000,87,76,1,1
2023,3,0,83,353200,16,353200,87,76,1,1
2023,3,0,83,249300,16,249300,87,76,1,1
2023,2,0,36,85000,16,85000,87,76,1,1
2023,2,0,36,79000,16,79000,87,76,1,1
2023,2,0,45,131000,16,131000,87,76,1,1
2023,2,0,13,220000,16,220000,87,76,1,2
2023,2,0,13,163000,16,163000,87,76,1,2
2023,2,0,71,107400,16,107400,87,76,1,1
2023,2,0,71,101500,16,101500,87,76,1,1
2023,1,0,45,75000,7,80976,29,24,1,0
2023,1,0,122,300000,16,300000,87,76,1,1
2023,1,0,122,100000,16,100000,87,76,1,1
2023,2,0,42,175000,16,175000,87,76,1,2
2023,2,0,71,164000,16,164000,87,76,1,1
2023,2,0,71,211000,16,211000,87,76,1,1
2023,2,0,99,276000,16,276000,87,76,1,1
2023,2,0,99,184000,16,184000,87,76,1,1
2023,1,0,36,115000,16,115000,87,76,1,2
2023,2,0,36,167000,16,167000,87,76,1,1
2023,2,0,45,144000,16,144000,87,76,1,1
2023,2,0,45,96000,16,96000,87,76,1,1
2023,2,0,8,145000,16,145000,87,76,1,2
2023,2,0,8,116000,16,116000,87,76,1,2
2023,2,0,71,161000,16,161000,87,76,1,1
2023,2,0,71,116300,16,116300,87,76,1,1
2023,2,0,36,140000,16,140000,87,76,1,1
2023,2,0,36,125000,16,125000,87,76,1,1
2023,2,0,42,175564,16,175564,87,76,1,2
2023,2,0,42,144854,16,144854,87,76,1,2
2023,2,0,99,225000,16,225000,87,76,1,1
2023,2,0,99,166000,16,166000,87,76,1,1
2023,2,0,8,190000,16,190000,87,76,1,1
2023,2,0,8,150000,16,150000,87,76,1,1
2023,2,0,71,151300,16,151300,87,76,1,2
2023,2,0,71,126100,16,126100,87,76,1,2
2023,2,0,121,190000,16,190000,87,76,1,1
2023,2,0,121,152000,16,152000,87,76,1,1
2023,2,0,99,190000,16,190000,87,76,1,1
2023,2,0,99,150000,16,150000,87,76,1,1
2023,3,0,36,180000,16,180000,87,76,1,2
2023,3,0,36,125000,16,125000,87,76,1,2
2023,2,0,23,113000,16,113000,87,76,1,1
2023,2,0,23,90400,16,90400,87,76,1,1
2023,2,0,26,204300,16,204300,87,76,1,1
2023,2,0,26,139000,16,139000,87,76,1,1
2023,2,0,45,124000,16,124000,87,76,1,1
2023,2,0,122,157000,16,157000,87,76,1,1
2023,2,0,99,212800,16,212800,87,76,2,1
2023,2,0,99,111600,16,111600,87,76,2,1
2023,2,0,42,183000,16,183000,87,76,1,1
2023,2,0,42,147000,16,147000,87,76,1,1
2023,2,0,45,169000,16,169000,87,76,1,1
2023,2,0,45,91000,16,91000,87,76,1,1
2023,2,0,42,210000,16,210000,87,76,1,1
2023,2,0,42,160000,16,160000,87,76,1,1
2023,1,0,36,70900,16,70900,87,76,1,1
2023,2,0,42,193000,16,193000,87,76,1,1
2023,2,0,42,128000,16,128000,87,76,1,1
2023,1,0,45,275000,16,275000,13,11,1,1
2023,1,0,45,243000,16,243000,13,11,1,1
2023,3,0,45,174500,16,174500,87,76,1,1
2023,3,0,45,113000,16,113000,87,76,1,1
2023,2,0,36,80000,16,80000,87,76,1,2
2023,2,0,45,145000,16,145000,87,76,1,2
2023,2,0,45,115000,16,115000,87,76,1,2
2023,2,0,71,202000,16,202000,87,76,1,2
2023,1,0,71,130000,2,96313,13,11,0,2
2023,2,0,99,250000,16,250000,87,76,1,1
2023,1,0,36,45000,7,48585,64,56,1,2
2023,1,0,36,40000,7,43187,64,56,1,2
2023,2,0,68,204000,16,204000,87,76,1,2
2023,2,0,68,127500,16,127500,87,76,1,2
